metabolite_name,chemical_formula,smiles,inchikey,name,uniprotkb
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,Aldehyde dehydrogenase family 3 member B2,P48448
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,Aldehyde dehydrogenase family 3 member B1,P43353
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
Hydrogen,H2,[H][H],UFHFLCQGNIYNRP-UHFFFAOYSA-N,Voltage-gated hydrogen channel 1,Q96D96
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Diamine acetyltransferase 2,Q96F10
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Diamine acetyltransferase 1,P21673
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,Q6QHF9
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Choline dehydrogenase, mitochondrial",Q8NE62
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Dimethylglycine dehydrogenase, mitochondrial",Q9UI17
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Spermine synthase,P52788
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Spermidine synthase,P19623
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,4-trimethylaminobutyraldehyde dehydrogenase,P49189
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Gamma-butyrobetaine dioxygenase,O75936
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Amiloride-sensitive amine oxidase [copper-containing],P19801
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,S-methyl-5'-thioadenosine phosphorylase,Q13126
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,S-adenosylmethionine decarboxylase proenzyme,P17707
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Glycine amidinotransferase, mitochondrial",P50440
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Betaine--homocysteine S-methyltransferase 1,Q93088
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Sarcosine dehydrogenase, mitochondrial",Q9UL12
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Histidine decarboxylase,P19113
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Ornithine decarboxylase,P11926
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Solute carrier family 22 member 4,Q9H015
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Spermine oxidase,Q9NWM0
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Agmatinase, mitochondrial",Q9BSE5
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Trimethyllysine dioxygenase, mitochondrial",Q9NVH6
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Q9H2M3
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",Q8NCN5
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Ornithine decarboxylase antizyme 1,P54368
Putrescine,C4H12N2,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,Polyamine-modulated factor 1,Q6P1K2
Protocatechuic acid,C7H6O4,OC(=O)C1=CC(O)=C(O)C=C1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,Catechol O-methyltransferase,P21964
Protocatechuic acid,C7H6O4,OC(=O)C1=CC(O)=C(O)C=C1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Protocatechuic acid,C7H6O4,OC(=O)C1=CC(O)=C(O)C=C1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
Protocatechuic acid,C7H6O4,OC(=O)C1=CC(O)=C(O)C=C1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Lysosomal acid lipase/cholesteryl ester hydrolase,P38571
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Liver carboxylesterase 1,P23141
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Cocaine esterase,O00748
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Acylphosphatase-2,P14621
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Acylphosphatase-1,P07311
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
Benzoic acid,C7H6O2,OC(=O)C1=CC=CC=C1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,Carboxylesterase 5A,Q6NT32
Caffeic acid,C9H8O4,OC(=O)\C=C\C1=CC(O)=C(O)C=C1,QAIPRVGONGVQAS-DUXPYHPUSA-N,Arachidonate 5-lipoxygenase,P09917
N-Acetylputrescine,C6H14N2O,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,Diamine acetyltransferase 2,Q96F10
N-Acetylputrescine,C6H14N2O,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,Diamine acetyltransferase 1,P21673
N-Acetylputrescine,C6H14N2O,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,Amine oxidase [flavin-containing] B,P27338
N-Acetylputrescine,C6H14N2O,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,Amine oxidase [flavin-containing] A,P21397
Syringic acid,C9H10O5,COC1=CC(=CC(OC)=C1O)C(O)=O,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Syringic acid,C9H10O5,COC1=CC(=CC(OC)=C1O)C(O)=O,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
Syringic acid,C9H10O5,COC1=CC(=CC(OC)=C1O)C(O)=O,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
Itaconic acid,C5H6O4,OC(=O)CC(=C)C(O)=O,LVHBHZANLOWSRM-UHFFFAOYSA-N,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",P53597
Itaconic acid,C5H6O4,OC(=O)CC(=C)C(O)=O,LVHBHZANLOWSRM-UHFFFAOYSA-N,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",Q96I99
Itaconic acid,C5H6O4,OC(=O)CC(=C)C(O)=O,LVHBHZANLOWSRM-UHFFFAOYSA-N,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",Q9P2R7
3-Indolebutyric acid,C12H13NO2,OC(=O)CCCC1=CNC2=C1C=CC=C2,JTEDVYBZBROSJT-UHFFFAOYSA-N,Beta-2-microglobulin precursor [Contains: Beta-2-microglobulin variant pI 5.3],P61769
Desaminotyrosine,C9H10O3,OC(=O)CCC1=CC=C(O)C=C1,NMHMNPHRMNGLLB-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Desaminotyrosine,C9H10O3,OC(=O)CCC1=CC=C(O)C=C1,NMHMNPHRMNGLLB-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
Benzoyl-CoA,C28H40N7O17P3S,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1,VEVJTUNLALKRNO-TYHXJLICSA-N,"3-ketoacyl-CoA thiolase, peroxisomal",P09110
Benzoyl-CoA,C28H40N7O17P3S,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1,VEVJTUNLALKRNO-TYHXJLICSA-N,"Trifunctional enzyme subunit beta, mitochondrial",P55084
Benzoyl-CoA,C28H40N7O17P3S,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1,VEVJTUNLALKRNO-TYHXJLICSA-N,Glycine N-acyltransferase,Q6IB77
Dimethylsulfide,C2H6S,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N,Indolethylamine N-methyltransferase,O95050
Cadaverine,C5H14N2,NCCCCCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,Spermidine synthase,P19623
Cadaverine,C5H14N2,NCCCCCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,Membrane primary amine oxidase,Q16853
Cadaverine,C5H14N2,NCCCCCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,Retina-specific copper amine oxidase,O75106
3-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC(O)=CC=C1,IJFXRHURBJZNAO-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
3-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC(O)=CC=C1,IJFXRHURBJZNAO-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
3-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC(O)=CC=C1,IJFXRHURBJZNAO-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,C9H10O4,OC(CC(O)=O)C1=CC(O)=CC=C1,KHTAGVZHYUZYMF-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,C9H10O4,OC(CC(O)=O)C1=CC(O)=CC=C1,KHTAGVZHYUZYMF-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,C9H10O4,OC(CC(O)=O)C1=CC(O)=CC=C1,KHTAGVZHYUZYMF-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
"2,3-Butanediol",C4H10O2,CC(O)C(C)O,OWBTYPJTUOEWEK-UHFFFAOYSA-N,Vitamin K epoxide reductase complex subunit 1,Q9BQB6
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cystathionine gamma-lyase,P32929
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cystathionine beta-synthase,P35520
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 3A4,P08684
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2C9,P11712
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2C19,P33261
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2E1,P05181
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 3A43,Q9HB55
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 1B1,Q16678
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2C18,P33260
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2F1,P24903
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 4X1,Q8N118
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2B6,P20813
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 3A5,P20815
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2A13,Q16696
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 3A7,P24462
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 4B1,P13584
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 4Z1,Q86W10
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 1A2,P05177
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 19A1,P11511
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2C8,P10632
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2S1,Q96SQ9
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2J2,P51589
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2A7,P20853
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2A6,P11509
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,"Lipoyl synthase, mitochondrial",O43766
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,"Cytochrome P450, family 1, subfamily A, polypeptide 1",A0N0X8
Hydrogen sulfide,H2S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,Cytochrome P450 2D6,Q6NWU0
Phloretin,C15H14O5,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,VGEREEWJJVICBM-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Phloretin,C15H14O5,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,VGEREEWJJVICBM-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
D-Glutamic acid,C5H9NO4,N[C@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-GSVOUGTGSA-N,"Glutaminase liver isoform, mitochondrial",Q9UI32
D-Glutamic acid,C5H9NO4,N[C@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-GSVOUGTGSA-N,"Glutaminase kidney isoform, mitochondrial",O94925
Etiocholanedione,C19H28O2,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,RAJWOBJTTGJROA-QJISAEMRSA-N,Aldo-keto reductase family 1 member C4,P17516
Etiocholanedione,C19H28O2,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,RAJWOBJTTGJROA-QJISAEMRSA-N,3-oxo-5-beta-steroid 4-dehydrogenase,P51857
5-Amino-6-(5'-phosphoribitylamino)uracil,C9H17N4O9P,NC1=C(NC[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)NC(=O)NC1=O,RQRINYISXYAZKL-RPDRRWSUSA-N,14 kDa phosphohistidine phosphatase,Q9NRX4
Galactan,(C12H20O11)nC2H6,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,PTHCMJGKKRQCBF-ICIGWGHZSA-N,Lactase-phlorizin hydrolase,P09848
Galactan,(C12H20O11)nC2H6,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,PTHCMJGKKRQCBF-ICIGWGHZSA-N,Beta-galactosidase,P16278
Tyrosol,C8H10O2,OCCC1=CC=C(O)C=C1,YCCILVSKPBXVIP-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Serum paraoxonase/lactonase 3,Q15166
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 1,P27169
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 2,Q15165
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Intestinal-type alkaline phosphatase,P09923
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Lysosomal acid phosphatase,P11117
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"Alkaline phosphatase, tissue-nonspecific isozyme",P05186
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Tartrate-resistant acid phosphatase type 5,P13686
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"Alkaline phosphatase, placental-like",P10696
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"Aldehyde dehydrogenase X, mitochondrial",P30837
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Sorbitol dehydrogenase,Q00796
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Alcohol dehydrogenase [NADP(+)],P14550
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Alcohol dehydrogenase 4,P08319
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Alcohol dehydrogenase 1B,P00325
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Alcohol dehydrogenase 1A,P07327
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Alcohol dehydrogenase 6,P28332
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Beta-glucuronidase,P08236
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Plasma alpha-L-fucosidase,Q9BTY2
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"Trans-2-enoyl-CoA reductase, mitochondrial",Q9BV79
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Lecithin retinol acyltransferase,O95237
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Nuclear receptor subfamily 1 group I member 3,Q14994
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Zinc-binding alcohol dehydrogenase domain-containing protein 2,Q8N4Q0
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Retinol dehydrogenase 13,Q8NBN7
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Q8IWW8
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Fatty acyl-CoA reductase 2,Q96K12
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Acyl-CoA wax alcohol acyltransferase 2,Q6E213
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Klotho,Q9UEF7
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Testicular acid phosphatase,Q9BZG2
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Carboxylesterase 5A,Q6NT32
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Acid phosphatase-like protein 2,Q8TE99
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog-like,Q9HCJ6
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Quinone oxidoreductase PIG3,Q53FA7
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog,Q99536
1-Butanol,C4H10O,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"Reticulon-4-interacting protein 1, mitochondrial",Q8WWV3
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Serum paraoxonase/lactonase 3,Q15166
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 1,P27169
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 2,Q15165
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Intestinal-type alkaline phosphatase,P09923
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Lysosomal acid phosphatase,P11117
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"Alkaline phosphatase, tissue-nonspecific isozyme",P05186
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Tartrate-resistant acid phosphatase type 5,P13686
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"Alkaline phosphatase, placental-like",P10696
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"Aldehyde dehydrogenase X, mitochondrial",P30837
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Sorbitol dehydrogenase,Q00796
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Alcohol dehydrogenase [NADP(+)],P14550
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Alcohol dehydrogenase 4,P08319
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Alcohol dehydrogenase 1B,P00325
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Alcohol dehydrogenase 1A,P07327
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Alcohol dehydrogenase 6,P28332
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Beta-glucuronidase,P08236
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Plasma alpha-L-fucosidase,Q9BTY2
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"Trans-2-enoyl-CoA reductase, mitochondrial",Q9BV79
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Lecithin retinol acyltransferase,O95237
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Nuclear receptor subfamily 1 group I member 3,Q14994
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Zinc-binding alcohol dehydrogenase domain-containing protein 2,Q8N4Q0
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Q8IWW8
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Fatty acyl-CoA reductase 2,Q96K12
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Acyl-CoA wax alcohol acyltransferase 2,Q6E213
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Klotho,Q9UEF7
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Testicular acid phosphatase,Q9BZG2
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Carboxylesterase 5A,Q6NT32
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Acid phosphatase-like protein 2,Q8TE99
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog-like,Q9HCJ6
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Quinone oxidoreductase PIG3,Q53FA7
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog,Q99536
Isobutanol,C4H10O,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"Reticulon-4-interacting protein 1, mitochondrial",Q8WWV3
Isopentanol,C5H12O,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N,Renin,P00797
